"","term","gene"
"5124","EPILEPSY, EARLY-ONSET, VITAMIN B6-DEPENDENT","11212"
"5125","LONG QT SYNDROME 2","84920"
"5126","LONG QT SYNDROME 2","3757"
"5127","RESTRICTIVE DERMOPATHY, LETHAL","10269"
"5128","RESTRICTIVE DERMOPATHY, LETHAL","4000"
"5129","MANDIBULOACRAL DYSPLASIA WITH TYPE B LIPODYSTROPHY","10269"
"5130","ICHTHYOSIS PREMATURITY SYNDROME","10999"
"5131","HYPERMANGANESEMIA WITH DYSTONIA 1","55532"
"5132","HETEROTAXY, VISCERAL, 7, AUTOSOMAL","118856"
"5133","LEBER CONGENITAL AMAUROSIS 5","167691"
"5134","PEROXISOME BIOGENESIS DISORDER 4A (ZELLWEGER)","5190"
"5135","PEROXISOME BIOGENESIS DISORDER 4B","5190"
"5136","HEIMLER SYNDROME 2","5190"
"5137","GORDON HOLMES SYNDROME","54476"
"5138","MYELOPROLIFERATIVE DISORDER, CHRONIC, WITH EOSINOPHILIA","5159"
"5139","MYOFIBROMATOSIS, INFANTILE, 1","5159"
"5140","PREMATURE AGING SYNDROME, PENTTINEN TYPE","5159"
"5141","BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 4","5159"
"5142","KOSAKI OVERGROWTH SYNDROME","5159"
"5143","LEUKODYSTROPHY, HYPOMYELINATING, 15","2058"
"5144","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYEANOMALIES), TYPE A, 12","84197"
"5145","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 12","84197"
"5146","DEHYDRATED HEREDITARY STOMATOCYTOSIS 1 WITH OR WITHOUTPSEUDOHYPERKALEMIA AND/OR PERINATAL EDEMA","9780"
"5147","LYMPHEDEMA, HEREDITARY, III","9780"
"5148","GLYCINE N-METHYLTRANSFERASE DEFICIENCY","27232"
"5149","GLYCINE N-METHYLTRANSFERASE DEFICIENCY","107080644"
"5150","PITUITARY ADENOMA 5, MULTIPLE TYPES","64072"
"5151","HYPOGONADOTROPIC HYPOGONADISM 9 WITH OR WITHOUT ANOSMIA","26012"
"5152","HYPEREKPLEXIA 4","84896"
"5153","ACROKERATOSIS VERRUCIFORMIS","488"
"5154","DARIER-WHITE DISEASE","488"
"5155","AFIBRINOGENEMIA, CONGENITALHYPOFIBRINOGENEMIA, CONGENITAL, INCLUDED","2244"
"5156","AFIBRINOGENEMIA, CONGENITALHYPOFIBRINOGENEMIA, CONGENITAL, INCLUDED","2243"
"5157","AFIBRINOGENEMIA, CONGENITALHYPOFIBRINOGENEMIA, CONGENITAL, INCLUDED","2266"
"5158","DYSFIBRINOGENEMIA, CONGENITALHYPODYSFIBRINOGENEMIA, CONGENITAL, INCLUDED","2244"
"5159","DYSFIBRINOGENEMIA, CONGENITALHYPODYSFIBRINOGENEMIA, CONGENITAL, INCLUDED","2243"
"5160","DYSFIBRINOGENEMIA, CONGENITALHYPODYSFIBRINOGENEMIA, CONGENITAL, INCLUDED","2266"
"5161","VITREORETINAL DEGENERATION, SNOWFLAKE TYPE","3769"
"5162","LEBER CONGENITAL AMAUROSIS 16","3769"
"5163","AICARDI-GOUTIERES SYNDROME 5","25939"
"5164","CHILBLAIN LUPUS 2","25939"
"5165","MYASTHENIC SYNDROME, CONGENITAL, 8","375790"
"5166","POLYCYSTIC KIDNEY DISEASE 4 WITH OR WITHOUT POLYCYSTIC LIVER DISEASE","5314"
"5167","BILE ACID SYNTHESIS DEFECT, CONGENITAL, 2","6718"
"5168","PEROXISOME BIOGENESIS DISORDER 2B","5830"
"5169","PEROXISOME BIOGENESIS DISORDER 2A (ZELLWEGER)","5830"
"5170","RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 5","5830"
"5171","SPASTIC PARAPLEGIA 61, AUTOSOMAL RECESSIVE","23204"
"5172","AORTIC ANEURYSM, FAMILIAL THORACIC 7","4638"
"5173","PAGET DISEASE OF BONE 6","57592"
"5174","COHEN SYNDROME","157680"
"5175","CATARACTS, GROWTH HORMONE DEFICIENCY, SENSORY NEUROPATHY,SENSORINEURAL HEARING LOSS, AND SKELETAL DYSPLASIA","55699"
"5176","MENTAL RETARDATION, X-LINKED 98","340533"
"5177","D-2-HYDROXYGLUTARIC ACIDURIA 1","728294"
"5178","BRANCHIOOTORENAL SYNDROME 2","147912"
"5179","PROGRESSIVE FAMILIAL HEART BLOCK, TYPE IB","54795"
"5180","EPILEPSY, NOCTURNAL FRONTAL LOBE, 4","1135"
"5181","COENZYME Q10 DEFICIENCY, PRIMARY, 3","57107"
"5182","MYOTONIC DYSTROPHY 1","1760"
"5183","CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE B","3735"
"5184","DEAFNESS, AUTOSOMAL RECESSIVE 89","3735"
"5185","MARTSOLF SYNDROME","25782"
"5186","WARBURG MICRO SYNDROME 2","25782"
"5187","ACCELERATED TUMOR FORMATION, SUSCEPTIBILITY TO","4193"
"5188","NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1B","2916"
"5189","NEPHRONOPHTHISIS-LIKE NEPHROPATHY 1","63929"
"5190","MENTAL RETARDATION, ANTERIOR MAXILLARY PROTRUSION, AND STRABISMUS","55084"
"5191","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32","65993"
"5192","HEMOGLOBIN H DISEASE","3040"
"5193","HEMOGLOBIN H DISEASE","3039"
"5194","ERYTHROCYTOSIS, FAMILIAL, 7","3040"
"5195","ERYTHROCYTOSIS, FAMILIAL, 7","3039"
"5196","MENTAL RETARDATION, X-LINKED 101","11043"
"5197","ENHANCED S-CONE SYNDROME","10002"
"5198","RETINITIS PIGMENTOSA 37","10002"
"5199","SPINAL MUSCULAR ATROPHY WITH CONGENITAL BONE FRACTURES 1","9325"
"5200","MUSCULAR DYSTROPHY, CONGENITAL, DAVIGNON-CHAUVEAU TYPE","9325"
"5201","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 16","51778"
"5202","MENTAL RETARDATION, AUTOSOMAL DOMINANT 30","10771"
"5203","PSYCHOMOTOR RETARDATION, EPILEPSY, AND CRANIOFACIAL DYSMORPHISM","79753"
"5204","MACULAR DEGENERATION, AGE-RELATED, 10","7099"
"5205","PERRAULT SYNDROME 4","23395"
"5206","HYDROPS, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA","23395"
"5207","BLOOD GROUP--KELL SYSTEM","3792"
"5208","HERMANSKY-PUDLAK SYNDROME 2","8546"
"5209","C SYNDROME","10225"
"5210","METHYLMALONIC ACIDEMIA AND HOMOCYSTEINEMIA, cblX TYPE","3054"
"5211","SPINOCEREBELLAR ATAXIA 34","6785"
"5212","STARGARDT DISEASE 3","6785"
"5213","ICHTHYOSIS, SPASTIC QUADRIPLEGIA, AND MENTAL RETARDATION","6785"
"5214","DEAFNESS, AUTOSOMAL DOMINANT 10","2070"
"5215","CARDIOMYOPATHY, DILATED, 1J","2070"
"5216","THIAMINE METABOLISM DYSFUNCTION SYNDROME 2 (BIOTIN- ORTHIAMINE-RESPONSIVE TYPE)","80704"
"5217","SKELETAL DEFECTS, GENITAL HYPOPLASIA, AND MENTAL RETARDATION","7704"
"5218","GALLOWAY-MOWAT SYNDROME 3","55644"
"5219","SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 3","21"
"5220","EPIPHYSEAL DYSPLASIA, MULTIPLE, 2","1298"
"5221","STICKLER SYNDROME, TYPE V","1298"
"5222","NEURAL TUBE DEFECTS, FOLATE-SENSITIVE","4522"
"5223","NEURAL TUBE DEFECTS, FOLATE-SENSITIVE","4524"
"5224","NEURAL TUBE DEFECTS, FOLATE-SENSITIVE","4552"
"5225","NEURAL TUBE DEFECTS, FOLATE-SENSITIVE","4548"
"5226","COMBINED IMMUNODEFICIENCY AND MEGALOBLASTIC ANEMIA WITH OR WITHOUTHYPERHOMOCYSTEINEMIA","4522"
"5227","FANCONI ANEMIA, COMPLEMENTATION GROUP V","10459"
"5228","EHLERS-DANLOS SYNDROME, DERMATOSPARAXIS TYPE","9509"
"5229","CEREBRORETINAL MICROANGIOPATHY WITH CALCIFICATIONS AND CYSTS 2","79991"
"5230","DEAFNESS, AUTOSOMAL DOMINANT 64","56616"
"5231","ACID-LABILE SUBUNIT DEFICIENCY","3483"
"5232","MONILETHRIX","3887"
"5233","MONILETHRIX","3892"
"5234","MONILETHRIX","3889"
"5235","ATRIAL SEPTAL DEFECT 7 WITH OR WITHOUT ATRIOVENTRICULAR CONDUCTIONDEFECTS","1482"
"5236","HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 5","1482"
"5237","VENTRICULAR SEPTAL DEFECT 3","1482"
"5238","HYPOPLASTIC LEFT HEART SYNDROME 2","1482"
"5239","POLYCYSTIC LIVER DISEASE 2 WITH OR WITHOUT KIDNEY CYSTS","11231"
"5240","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 2","23203"
"5241","NIJMEGEN BREAKAGE SYNDROME-LIKE DISORDER","10111"
"5242","SPASTIC PARAPLEGIA 42, AUTOSOMAL DOMINANT","9197"
"5243","CONGENITAL CATARACTS, HEARING LOSS, AND NEURODEGENERATION","9197"
"5244","ALPORT SYNDROME, AUTOSOMAL RECESSIVE","1286"
"5245","ALPORT SYNDROME, AUTOSOMAL RECESSIVE","1285"
"5246","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 22","200403"
"5247","CRI-DU-CHAT SYNDROME","1501"
"5248","CILIARY DYSKINESIA, PRIMARY, 11","345895"
"5249","MUCOPOLYSACCHARIDOSIS-PLUS SYNDROME","65082"
"5250","MENTAL RETARDATION, AUTOSOMAL DOMINANT 53","815"
"5251","NIGHT BLINDNESS, CONGENITAL STATIONARY, AUTOSOMAL DOMINANT 3","2779"
"5252","NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1G","2779"
"5253","ALLERGIC RHINITIS","3596"
"5254","WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME","81887"
"5255","CILIARY DYSKINESIA, PRIMARY, 13","123872"
"5256","NOONAN SYNDROME 8","6016"
"5257","SPHEROCYTOSIS, TYPE 2","6710"
"5258","ELLIPTOCYTOSIS 3","6710"
"5259","ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 5","3889"
"5260","VON WILLEBRAND DISEASE, TYPE 1","7450"
"5261","VON WILLEBRAND DISEASE, TYPE 3","7450"
"5262","VON WILLEBRAND DISEASE, TYPE 2","7450"
"5263","PLASMINOGEN DEFICIENCY, TYPE ILIGNEOUS CONJUNCTIVITIS, INCLUDED","5340"
"5264","EXUDATIVE VITREORETINOPATHY 6","79797"
"5265","RETINITIS PIGMENTOSA 72","79797"
"5266","ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE","3891"
"5267","BLOOM SYNDROME","641"
"5268","RETINITIS PIGMENTOSA 59","79947"
"5269","DEVELOPMENTAL DELAY AND SEIZURES WITH OR WITHOUT MOVEMENTABNORMALITIES","79947"
"5270","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2F","6444"
"5271","CARDIOMYOPATHY, DILATED, 1L","6444"
"5272","PONTOCEREBELLAR HYPOPLASIA, TYPE 7","114034"
"5273","SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO, 1","7100"
"5274","LEGIONNAIRE DISEASE, SUSCEPTIBILITY TO","7100"
"5275","MELIOIDOSIS, SUSCEPTIBILITY TOMELIOIDOSIS, RESISTANCE TO, INCLUDED","7100"
"5276","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIh","84342"
"5277","PSEUDOFOLLICULITIS BARBAE","9119"
"5278","CHUDLEY-MCCULLOUGH SYNDROME","29899"
"5279","PREMATURE OVARIAN FAILURE 7","2516"
"5280","46,XY SEX REVERSAL 3","2516"
"5281","SPERMATOGENIC FAILURE 8","2516"
"5282","46,XX SEX REVERSAL 4","2516"
"5283","FAMILIAL ADENOMATOUS POLYPOSIS 2","4595"
"5284","NEURODEVELOPMENTAL DISORDER WITH MIDBRAIN AND HINDBRAINMALFORMATIONS","9181"
"5285","EPISODIC ATAXIA, TYPE 2","773"
"5286","EPISODIC ATAXIA, TYPE 2","107985287"
"5287","MIGRAINE, FAMILIAL HEMIPLEGIC, 1","773"
"5288","MIGRAINE, FAMILIAL HEMIPLEGIC, 1","107985287"
"5289","SPINOCEREBELLAR ATAXIA 6","773"
"5290","SPINOCEREBELLAR ATAXIA 6","107985287"
"5291","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 42","773"
"5292","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 42","107985287"
"5293","SPINOCEREBELLAR ATAXIA 12","5521"
"5294","EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 1","9681"
"5295","HYPERTENSION AND BRACHYDACTYLY SYNDROME","5139"
"5296","PHOSPHOSERINE AMINOTRANSFERASE DEFICIENCY","29968"
"5297","NEU-LAXOVA SYNDROME 2","29968"
"5298","DEAFNESS, AUTOSOMAL RECESSIVE 35","2103"
"5299","CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTSAND LEUKOENCEPHALOPATHY, TYPE 1","4854"
"5300","LATERAL MENINGOCELE SYNDROME","4854"
"5301","MYOFIBROMATOSIS, INFANTILE, 2","4854"
"5302","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIf","10559"
"5303","PRECOCIOUS PUBERTY, MALE-LIMITED","3973"
"5304","LEYDIG CELL HYPOPLASIA, TYPE I","3973"
"5305","JOUBERT SYNDROME 13","79600"
"5306","PACHYONYCHIA CONGENITA 4","3854"
"5307","PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL OR DIFFUSE","286887"
"5308","MARTINEZ-FRIAS SYNDROME","222546"
"5309","MITCHELL-RILEY SYNDROME","222546"
"5310","MANITOBA OCULOTRICHOANAL SYNDROME","158326"
"5311","BIFID NOSE WITH OR WITHOUT ANORECTAL AND RENAL ANOMALIES","158326"
"5312","TRIGONOCEPHALY 2","158326"
"5313","PACHYONYCHIA CONGENITA 3","3853"
"5314","HERMANSKY-PUDLAK SYNDROME 5","11234"
"5315","CATARACT 10, MULTIPLE TYPES","1411"
"5316","IMPDH2 ENZYME ACTIVITY, VARIATION IN","3615"
"5317","AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 2","133396"
"5318","MUCOPOLYSACCHARIDOSIS, TYPE IIIC","138050"
"5319","RETINITIS PIGMENTOSA 73","138050"
"5320","MENTAL RETARDATION, AUTOSOMAL DOMINANT 31","5813"
"5321","BARDET-BIEDL SYNDROME 3","84100"
"5322","RETINITIS PIGMENTOSA 55","84100"
"5323","PEROXISOME BIOGENESIS DISORDER 11A (ZELLWEGER)","5194"
"5324","PEROXISOME BIOGENESIS DISORDER 11B","5194"
"5325","PROTHROMBIN DEFICIENCY, CONGENITAL","2147"
"5326","PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 2","2147"
"5327","EPIDERMOLYSIS BULLOSA SIMPLEX WITH MOTTLED PIGMENTATION","3852"
"5328","DOWLING-DEGOS DISEASE 1","3852"
"5329","EPIDERMOLYSIS BULLOSA SIMPLEX WITH MIGRATORY CIRCINATE ERYTHEMA","3852"
"5330","ALPORT SYNDROME, AUTOSOMAL DOMINANT","1285"
"5331","HEMATURIA, BENIGN FAMILIAL","1285"
"5332","BROWN-VIALETTO-VAN LAERE SYNDROME 2","79581"
"5333","COFFIN-SIRIS SYNDROME 1","57492"
"5334","ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION2","56947"
"5335","NEMALINE MYOPATHY 8","131377"
"5336","MULTIPLE ENDOCRINE NEOPLASIA, TYPE IV","1027"
"5337","ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA","22"
"5338","SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO, 2","5133"
"5339","METHEMOGLOBINEMIA, ALPHA TYPE","3039"
"5340","BRUGADA SYNDROME 6","10008"
"5341","LUSCAN-LUMISH SYNDROME","29072"
"5342","KABUKI SYNDROME 2","7403"
"5343","CEROID LIPOFUSCINOSIS, NEURONAL, 10","1509"
"5344","PALMOPLANTAR HYPERKERATOSIS WITH SQUAMOUS CELL CARCINOMA OF SKIN AND46,XX SEX REVERSALPALMOPLANTAR HYPERKERATOSIS AND TRUE HERMAPHRODITISM, INCLUDED","284654"
"5345","HYDROXYKYNURENINURIA","8942"
"5346","VERTEBRAL, CARDIAC, RENAL, AND LIMB DEFECTS SYNDROME 2","8942"
"5347","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIc","55343"
"5348","IMMUNODEFICIENCY 50","4478"
"5349","AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA2","9313"
"5350","JOUBERT SYNDROME 23","9786"
"5351","SHORT-RIB THORACIC DYSPLASIA 14 WITH POLYDACTYLY","9786"
"5352","IMMUNODEFICIENCY DUE TO DEFECT IN MAPBP-INTERACTING PROTEIN","28956"
"5353","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 5","5444"
"5354","FEBRILE SEIZURES, FAMILIAL, 4","84059"
"5355","PATENT DUCTUS ARTERIOSUS 3","93166"
"5356","CANDIDIASIS, FAMILIAL, 6","112744"
"5357","MENTAL RETARDATION, AUTOSOMAL DOMINANT 35","5528"
"5358","AICARDI-GOUTIERES SYNDROME 4","10535"
"5359","NEMALINE MYOPATHY 7","1073"
"5360","SCHINDLER DISEASE, TYPE I","4668"
"5361","KANZAKI DISEASE","4668"
"5362","OOCYTE MATURATION DEFECT 1","22917"
"5363","LEBER CONGENITAL AMAUROSIS 14","9227"
"5364","ACHROMATOPSIA 2","1261"
"5365","CARDIOMYOPATHY, DILATED, 1A","4000"
"5366","LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 2","4000"
"5367","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1B","4000"
"5368","HUTCHINSON-GILFORD PROGERIA SYNDROME","4000"
"5369","EMERY-DREIFUSS MUSCULAR DYSTROPHY 2, AUTOSOMAL DOMINANT","4000"
"5370","CARDIOMYOPATHY, DILATED, WITH HYPERGONADOTROPIC HYPOGONADISM","4000"
"5371","MANDIBULOACRAL DYSPLASIA WITH TYPE A LIPODYSTROPHY","4000"
"5372","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2B1","4000"
"5373","HEART-HAND SYNDROME, SLOVENIAN TYPE","4000"
"5374","MUSCULAR DYSTROPHY, CONGENITAL, LMNA-RELATED","4000"
"5375","EMERY-DREIFUSS MUSCULAR DYSTROPHY 3, AUTOSOMAL RECESSIVE","4000"
"5376","LEUKODYSTROPHY, HYPOMYELINATING, 8, WITH OR WITHOUT OLIGODONTIAAND/OR HYPOGONADOTROPIC HYPOGONADISM","55703"
"5377","SKRABAN-DEARDORFF SYNDROME","80232"
"5378","CATARACT 45","23094"
"5379","GLYCOGEN STORAGE DISEASE III","178"
"5380","RUBINSTEIN-TAYBI SYNDROME 2","2033"
"5381","MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 9","5078"
"5382","DIABETES MELLITUS, KETOSIS-PRONE","5078"
"5383","COHEN-GIBSON SYNDROME","8726"
"5384","ATTENTION DEFICIT-HYPERACTIVITY DISORDER, SUSCEPTIBILITY TO, 7","121278"
"5385","FANCONI ANEMIA, COMPLEMENTATION GROUP A","2175"
"5386","WHITE-SUTTON SYNDROME","23126"
"5387","PYRIDOXAMINE 5-PRIME-PHOSPHATE OXIDASE DEFICIENCY","55163"
"5388","JOUBERT SYNDROME 1","56623"
"5389","MENTAL RETARDATION, TRUNCAL OBESITY, RETINAL DYSTROPHY, AND MICROPENISSYNDROME","56623"
"5390","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 1","10585"
"5391","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTALRETARDATION), TYPE B, 1","10585"
"5392","MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 3","51604"
"5393","PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 2","51604"
"5394","MENTAL RETARDATION, X-LINKED, SYNDROMIC, RAYMOND TYPE","51114"
"5395","ERYTHROCYTOSIS, FAMILIAL, 4","2034"
"5396","ALOPECIA-MENTAL RETARDATION SYNDROME 1","197"
"5397","CATARACT 20, MULTIPLE TYPES","1427"
"5398","THROMBOPHILIA DUE TO HISTIDINE-RICH GLYCOPROTEIN DEFICIENCY","3273"
"5399","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, CYTOCHROMEb-POSITIVE, TYPE I","653361"
"5400","PELGER-HUET ANOMALY","3930"
"5401","GREENBERG DYSPLASIA","3930"
"5402","REYNOLDS SYNDROME","3930"
"5403","PELGER-HUET ANOMALY WITH MILD SKELETAL ANOMALIES","3930"
"5404","HIGH MOLECULAR WEIGHT KININOGEN DEFICIENCY","3827"
"5405","ALSTROM SYNDROME","7840"
"5406","PARIETAL FORAMINA 1","4488"
"5407","PARIETAL FORAMINA WITH CLEIDOCRANIAL DYSPLASIA","4488"
"5408","CRANIOSYNOSTOSIS 2","4488"
"5409","PONTOCEREBELLAR HYPOPLASIA, TYPE 6","57038"
"5410","HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO HEXOKINASE DEFICIENCY","3098"
"5411","NEUROPATHY, HEREDITARY MOTOR AND SENSORY, RUSSE TYPE","3098"
"5412","RETINITIS PIGMENTOSA 79","3098"
"5413","BLOOD GROUP, ABO SYSTEM","28"
"5414","FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 1","55605"
"5415","SHORT-RIB THORACIC DYSPLASIA 13 WITH OR WITHOUT POLYDACTYLY","153241"
"5416","JOUBERT SYNDROME 31","153241"
"5417","NEPHROTIC SYNDROME, TYPE 9","79934"
"5418","MACHADO-JOSEPH DISEASE","4287"
"5419","BLOOD GROUP--OK","682"
"5420","PREECLAMPSIA/ECLAMPSIA 1","2052"
"5421","PREECLAMPSIA/ECLAMPSIA 1","4846"
"5422","CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1B","4359"
"5423","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2I","4359"
"5424","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2J","4359"
"5425","CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE D","4359"
"5426","PARAGANGLIOMAS 3","6391"
"5427","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 10","4633"
"5428","KAWASAKI DISEASE","80271"
"5429","MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 1","85378"
"5430","LEUKODYSTROPHY, HYPOMYELINATING, 10","29920"
"5431","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 60","6884"
"5432","EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 1","715"
"5433","COMPLEMENT COMPONENT C1r/C1s DEFICIENCY","715"
"5434","MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM 1","93587"
"5435","SJOGREN-LARSSON SYNDROME","224"
"5436","LEPTIN DEFICIENCY OR DYSFUNCTION","3952"
"5437","HYPERBILIRUBINEMIA, ROTOR TYPE","28234"
"5438","HYPERBILIRUBINEMIA, ROTOR TYPE","10599"
"5439","OROFACIAL CLEFT 10","7341"
"5440","ABETALIPOPROTEINEMIA","4547"
"5441","ABDOMINAL OBESITY-METABOLIC SYNDROME 1","4547"
"5442","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS12","3990"
"5443","HEPATIC LIPASE DEFICIENCY","3990"
"5444","IMMUNODEFICIENCY 20","2214"
"5445","IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME4","3070"
"5446","THROMBOCYTOPENIC PURPURA, AUTOIMMUNE","2212"
"5447","THROMBOCYTOPENIC PURPURA, AUTOIMMUNE","9103"
"5448","GAZE PALSY, FAMILIAL HORIZONTAL, WITH PROGRESSIVE SCOLIOSIS, 1","64221"
"5449","ACROFACIAL DYSOSTOSIS 1, NAGER TYPE","10262"
"5450","OSTEOPETROSIS, AUTOSOMAL RECESSIVE 5","28962"
"5451","ALOPECIA, NEUROLOGIC DEFECTS, AND ENDOCRINOPATHY SYNDROME","55131"
"5452","SPINOCEREBELLAR ATAXIA 2","6311"
"5453","LEUKODYSTROPHY, HYPOMYELINATING, 13","51501"
"5454","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 19","125972"
"5455","LYMPHOPROLIFERATIVE SYNDROME 1","3702"
"5456","MAPLE SYRUP URINE DISEASE","594"
"5457","MAPLE SYRUP URINE DISEASE","1629"
"5458","MAPLE SYRUP URINE DISEASE","593"
"5459","VERVERI-BRADY SYNDROME","54870"
"5460","FASTING PLASMA GLUCOSE LEVEL QUANTITATIVE TRAIT LOCUS 5","2646"
"5461","MUCOPOLYSACCHARIDOSIS, TYPE VI","411"
"5462","COWDEN SYNDROME 4","100144748"
"5463","MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 1","5728"
"5464","COWDEN SYNDROME 1","5728"
"5465","VACTERL ASSOCIATION WITH HYDROCEPHALUS","5728"
"5466","MACROCEPHALY/AUTISM SYNDROME","5728"
"5467","GLIOMA SUSCEPTIBILITY 2","5728"
"5468","GAPO SYNDROME","84168"
"5469","MICROCORNEA, MYOPIC CHORIORETINAL ATROPHY, AND TELECANTHUS","170692"
"5470","CONE-ROD DYSTROPHY 7","22999"
"5471","PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE","5071"
"5472","LEPROSY, SUSCEPTIBILITY TO, 2","5071"
"5473","RETINITIS PIGMENTOSA 35","64218"
"5474","CONE-ROD DYSTROPHY 10","64218"
"5475","ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 1","8864"
"5476","DYSTONIA 25","2774"
"5477","AUTISM, SUSCEPTIBILITY TO, 18","57680"
"5478","ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 3","5903"
"5479","PENTOSURIA","51181"
"5480","DYSTONIA 23","774"
"5481","NEUTROPENIA, SEVERE CONGENITAL, 5, AUTOSOMAL RECESSIVE","11311"
"5482","TREACHER COLLINS SYNDROME 1","6949"
"5483","ANEMIA, SIDEROBLASTIC, 1","212"
"5484","PROTOPORPHYRIA, ERYTHROPOIETIC, X-LINKED","212"
"5485","CARDIOMYOPATHY, DILATED, 1V","5664"
"5486","ENCEPHALOPATHY, ETHYLMALONIC","23474"
"5487","MEIER-GORLIN SYNDROME 4","81620"
"5488","HELIX SYNDROME","9071"
"5489","CATARACT 14, MULTIPLE TYPES","2700"
"5490","ACHROMATOPSIA 7","22926"
"5491","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 3","7168"
"5492","CARDIOMYOPATHY, DILATED, 1Y","7168"
"5493","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 26","7515"
"5494","NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1F","345193"
"5495","COENZYME Q10 DEFICIENCY, PRIMARY, 4","56997"
"5496","KLEEFSTRA SYNDROME 1","79813"
"5497","MENTAL RETARDATION, X-LINKED 107","63932"
"5498","CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 6","4314"
"5499","D-GLYCERIC ACIDURIA","132158"
"5500","THIOUREA TASTING","5726"
